"","req","ucid","complexity","Form","Procedural","Fields","Location","Level","Text.Order","Dependencies","Coherent","Steps","Functional.Steps","Whitebox.Steps","Misplaced.Variations","Misplaced.Main","Sequence.Main","Sequence.Alt","Numbering","Consistent.Grammar","entities","actors","actors.explicit","interactions","pureinteractions","consecutive"
"1276","req822","uc1",3,"description",TRUE,"title; main scenario; actor; revision history; preconditions","Business Requirements","System",TRUE,TRUE,0.0535220820456743,6,5,1,1,0,TRUE,TRUE,TRUE,2,1,1,1,7,4,4
"1277","req823","uc1",2,"description",TRUE,"title; main scenario; level; limitations; postconditions; extensions; solution hints; dependencies","Solution Proposal","User",TRUE,TRUE,0.616116135381162,5,3,3,0,0,TRUE,TRUE,TRUE,0,1,0,0,5,1,3
"1278","req824","uc1",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1279","req824","uc2",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1280","req825","uc1",1,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1281","req825","uc2",1,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1282","req826","uc1",3,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1283","req827","uc1",2,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1284","req827","uc2",2,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1285","req827","uc3",2,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1286","req828","uc1",3,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1287","req829","uc1",1,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1288","req829","uc2",1,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1289","req83","uc1",1,"description",TRUE,"title; main scenario; solution hints; level; additional information; postconditions; preconditions; actor","default","System",TRUE,TRUE,0.67042217659764,8,7,0,0,2,TRUE,TRUE,TRUE,1,1,0,0,7,0,4
"1290","req83","uc2",1,"description",TRUE,"title; main scenario; solution hints; level; additional information; postconditions; preconditions; actor","default","Business",TRUE,TRUE,0.424689080333337,6,5,2,1,1,TRUE,TRUE,TRUE,0,1,1,0,7,3,3
"1291","req83","uc3",1,"description",TRUE,"title; main scenario; solution hints; level; additional information; postconditions; preconditions; actor","default","User",TRUE,TRUE,0.756475200178102,7,5,0,1,0,TRUE,TRUE,TRUE,0,1,0,0,6,1,4
"1292","req830","uc1",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1293","req831","uc1",2,"description",TRUE,"title; main scenario; preconditions; extensions; solution hints; revision history; additional information; level; limitations","default","(no level)",TRUE,TRUE,0.493872915860265,6,4,0,0,0,TRUE,TRUE,TRUE,1,0,0,0,7,3,7
"1294","req831","uc2",2,"description",TRUE,"title; main scenario; preconditions; extensions; solution hints; revision history; additional information; level; limitations","Business Background","System",TRUE,TRUE,0.858072891831398,8,6,1,1,0,TRUE,TRUE,TRUE,1,1,0,0,10,2,7
"1295","req831","uc3",2,"description",TRUE,"title; main scenario; preconditions; extensions; solution hints; revision history; additional information; level; limitations","Business Background","Business",TRUE,TRUE,0.148438359610736,5,5,0,0,1,TRUE,TRUE,TRUE,2,0,0,0,4,0,2
"1296","req832","uc1",1,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1297","req832","uc2",1,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1298","req833","uc1",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1299","req833","uc2",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1300","req836","uc1",3,"description",TRUE,"title; main scenario; dependencies; extensions; level; assumptions; additional information; postconditions; limitations","Solution Proposal","Business",TRUE,FALSE,0.150467197876424,7,5,3,1,1,TRUE,TRUE,TRUE,2,0,0,0,4,1,2
"1301","req837","uc1",2,"description",TRUE,"title; main scenario; actor; limitations; assumptions; postconditions; additional information; solution hints; dependencies","Business Background","User",TRUE,TRUE,0.772334655979648,10,9,1,0,0,TRUE,TRUE,TRUE,1,3,3,0,12,11,6
"1302","req837","uc2",2,"description",TRUE,"title; main scenario; actor; limitations; assumptions; postconditions; additional information; solution hints; dependencies","default","System",TRUE,TRUE,0.27284325286746,9,9,1,2,1,TRUE,TRUE,TRUE,1,1,0,0,10,1,6
"1303","req838","uc1",2,"description",TRUE,"title; main scenario; additional information; revision history; solution hints; dependencies; preconditions; limitations","Business Requirements","User",FALSE,TRUE,0.997184233274311,8,3,0,1,1,TRUE,TRUE,TRUE,1,1,1,0,10,2,8
"1304","req839","uc1",2,"description",FALSE,"title; main scenario; postconditions; actor; additional information; revision history; preconditions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1305","req839","uc2",2,"description",FALSE,"title; main scenario; postconditions; actor; additional information; revision history; preconditions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1306","req840","uc1",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1307","req840","uc2",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1308","req841","uc1",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1309","req842","uc1",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1310","req843","uc1",1,"description",TRUE,"title; main scenario; postconditions; revision history; additional information; extensions; level; assumptions","default","Business",FALSE,TRUE,0.788120953831822,6,4,1,0,0,FALSE,TRUE,TRUE,2,0,0,0,7,3,4
"1311","req844","uc1",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1312","req845","uc1",1,"description",TRUE,"title; main scenario; additional information; solution hints; assumptions; actor; extensions","Business Requirements","(no level)",TRUE,TRUE,0.229019527323544,6,6,0,0,0,TRUE,TRUE,TRUE,0,1,0,0,8,2,5
"1313","req845","uc2",1,"description",TRUE,"title; main scenario; additional information; solution hints; assumptions; actor; extensions","Solution Proposal","User",TRUE,TRUE,0.239927547285333,6,4,0,0,0,TRUE,TRUE,TRUE,1,1,0,0,4,2,2
"1314","req846","uc1",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1315","req846","uc2",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1316","req847","uc1",2,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1317","req848","uc1",1,"description",TRUE,"title; main scenario; solution hints; extensions; preconditions; assumptions; level; dependencies","default","User",TRUE,TRUE,0.722181661985815,6,6,0,1,1,FALSE,TRUE,TRUE,0,1,1,0,8,3,2
"1318","req848","uc2",1,"description",TRUE,"title; main scenario; solution hints; extensions; preconditions; assumptions; level; dependencies","Solution Proposal","System",TRUE,TRUE,0.323045455152169,4,4,3,0,0,TRUE,TRUE,TRUE,1,0,0,0,5,0,3
"1319","req848","uc3",1,"description",TRUE,"title; main scenario; solution hints; extensions; preconditions; assumptions; level; dependencies","default","Business",TRUE,FALSE,0.288267723284662,3,2,0,0,0,TRUE,TRUE,TRUE,1,0,0,0,2,0,2
"1320","req849","uc1",2,"description",TRUE,"title; main scenario; postconditions; revision history; extensions; solution hints; assumptions","Solution Proposal","User",TRUE,TRUE,0.835043514845893,6,4,3,0,0,TRUE,TRUE,TRUE,0,0,0,0,8,3,4
"1321","req849","uc2",2,"description",TRUE,"title; main scenario; postconditions; revision history; extensions; solution hints; assumptions","Solution Proposal","User",TRUE,TRUE,0.833525316091254,6,5,3,1,0,FALSE,TRUE,TRUE,2,1,1,1,6,2,5
"1322","req85","uc1",3,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1323","req850","uc1",3,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1324","req850","uc2",3,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1325","req851","uc1",2,"description",TRUE,"title; main scenario; preconditions; limitations; level; dependencies; extensions; actor; revision history","Solution Proposal","Business",TRUE,TRUE,0.949532016646117,6,4,4,1,1,TRUE,TRUE,TRUE,2,2,1,0,9,6,3
"1326","req851","uc2",2,"description",TRUE,"title; main scenario; preconditions; limitations; level; dependencies; extensions; actor; revision history","Business Requirements","(no level)",TRUE,TRUE,0.696588125545532,8,8,1,2,0,TRUE,TRUE,TRUE,0,1,0,0,8,5,4
"1327","req852","uc1",1,"description",TRUE,"title; main scenario; preconditions; actor; level; assumptions; additional information","Business Requirements","System",TRUE,TRUE,0.69362708972767,6,4,1,0,1,TRUE,TRUE,TRUE,1,0,0,0,10,1,6
"1328","req852","uc2",1,"description",TRUE,"title; main scenario; preconditions; actor; level; assumptions; additional information","Business Background","System",TRUE,TRUE,0.281786385457963,2,2,1,0,0,TRUE,TRUE,TRUE,0,1,1,1,2,2,1
"1329","req857","uc1",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1330","req857","uc2",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1331","req858","uc1",1,"description",TRUE,"title; main scenario; revision history; level; additional information; assumptions; actor; postconditions; extensions; solution hints; preconditions","Solution Proposal","System",TRUE,TRUE,0.324709590990096,6,5,3,2,1,TRUE,TRUE,TRUE,0,1,0,0,7,2,5
"1332","req858","uc2",1,"description",TRUE,"title; main scenario; revision history; level; additional information; assumptions; actor; postconditions; extensions; solution hints; preconditions","Business Background","(no level)",TRUE,TRUE,0.615271256305277,5,5,0,1,1,TRUE,TRUE,TRUE,2,0,0,0,6,4,5
"1333","req859","uc1",3,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1334","req860","uc1",3,"description",TRUE,"title; main scenario; actor; assumptions; additional information; revision history","Business Background","System",TRUE,TRUE,0.402516171801835,6,4,0,1,0,TRUE,TRUE,TRUE,0,0,0,0,8,2,4
"1335","req861","uc1",3,"description",TRUE,"title; main scenario; assumptions; extensions; limitations; additional information; revision history; postconditions; level; actor","default","Business",TRUE,TRUE,0.236168551491573,6,5,1,0,0,TRUE,TRUE,TRUE,1,2,2,0,5,3,2
"1336","req863","uc1",2,"description",TRUE,"title; main scenario; postconditions; additional information; limitations; actor; assumptions","Business Background","User",TRUE,FALSE,0.202928893268108,8,6,1,0,0,TRUE,TRUE,TRUE,3,1,0,0,12,3,7
"1337","req864","uc1",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1338","req864","uc2",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1339","req865","uc1",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1340","req865","uc2",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1341","req866","uc1",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1342","req866","uc2",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1343","req867","uc1",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1344","req867","uc2",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1345","req868","uc1",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1346","req869","uc1",2,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1347","req869","uc2",2,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1348","req87","uc1",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1349","req87","uc2",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1350","req871","uc1",1,"description",TRUE,"title; main scenario; limitations; solution hints; postconditions; assumptions","default","User",TRUE,TRUE,0.253220131155103,8,8,1,1,0,TRUE,TRUE,TRUE,0,1,0,0,9,6,4
"1351","req872","uc1",1,"description",TRUE,"title; main scenario; level; dependencies; solution hints; extensions; actor; preconditions","Solution Proposal","User",TRUE,TRUE,0.732890466228127,6,5,3,2,0,TRUE,TRUE,TRUE,2,1,1,0,9,2,6
"1352","req872","uc2",1,"description",TRUE,"title; main scenario; level; dependencies; solution hints; extensions; actor; preconditions","Business Background","System",TRUE,TRUE,0.120954957557842,6,5,0,1,0,TRUE,TRUE,TRUE,0,1,1,0,9,6,6
"1353","req873","uc1",3,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1354","req873","uc2",3,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1355","req873","uc3",3,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1356","req877","uc1",3,"description",TRUE,"title; main scenario; limitations; dependencies; preconditions; assumptions; extensions; postconditions; level","Business Requirements","(no level)",TRUE,TRUE,0.832088005030528,8,7,0,3,0,TRUE,TRUE,TRUE,1,1,1,0,12,7,4
"1357","req877","uc2",3,"description",TRUE,"title; main scenario; limitations; dependencies; preconditions; assumptions; extensions; postconditions; level","default","(no level)",TRUE,TRUE,0.775225500110537,11,8,0,1,2,TRUE,TRUE,TRUE,0,1,1,0,11,6,7
"1358","req879","uc1",3,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1359","req88","uc1",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1360","req880","uc1",3,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1361","req880","uc2",3,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1362","req881","uc1",3,"description",TRUE,"title; main scenario; level; postconditions; dependencies; revision history; actor; preconditions","default","User",TRUE,TRUE,0.726985895773396,7,2,0,0,0,TRUE,TRUE,TRUE,0,1,1,0,10,5,7
"1363","req882","uc1",1,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1364","req883","uc1",1,"description",TRUE,"title; main scenario; limitations; level; additional information; revision history; postconditions; actor","default","Business",FALSE,TRUE,0.78080114396289,7,4,0,2,0,TRUE,TRUE,TRUE,0,2,2,0,9,8,5
"1365","req883","uc2",1,"description",TRUE,"title; main scenario; limitations; level; additional information; revision history; postconditions; actor","default","(no level)",TRUE,TRUE,0.671682216459885,7,5,1,1,1,TRUE,TRUE,TRUE,1,0,0,0,8,0,6
"1366","req884","uc1",1,"description",TRUE,"title; main scenario; assumptions; actor; dependencies; revision history","Business Requirements","(no level)",TRUE,TRUE,0.994276051642373,6,5,2,0,0,TRUE,TRUE,TRUE,0,2,2,2,10,9,5
"1367","req884","uc2",1,"description",TRUE,"title; main scenario; assumptions; actor; dependencies; revision history","Business Requirements","Business",TRUE,TRUE,0.809267276199535,7,5,0,0,0,TRUE,TRUE,TRUE,1,0,0,0,7,4,0
"1368","req885","uc1",3,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1369","req886","uc1",2,"description",TRUE,"title; main scenario; assumptions; postconditions; level; additional information; preconditions","Solution Proposal","(no level)",TRUE,TRUE,0.0268204791937023,8,7,2,1,1,TRUE,TRUE,TRUE,1,0,0,0,12,0,6
"1370","req887","uc1",2,"description",TRUE,"title; main scenario; additional information; limitations; solution hints","default","(no level)",FALSE,TRUE,0.440687437308952,4,4,0,0,1,TRUE,TRUE,TRUE,0,0,0,0,6,1,4
"1371","req887","uc2",2,"description",TRUE,"title; main scenario; additional information; limitations; solution hints","Solution Proposal","Business",TRUE,TRUE,0.265028608730063,5,4,1,1,0,TRUE,TRUE,TRUE,0,1,0,0,6,2,4
"1372","req888","uc1",2,"description",TRUE,"title; main scenario; extensions; level; revision history; postconditions; dependencies; actor; solution hints","Business Requirements","Business",TRUE,TRUE,0.801306217908859,8,3,1,1,1,TRUE,TRUE,TRUE,0,0,0,0,7,4,1
"1373","req889","uc1",3,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1374","req890","uc1",1,"description",TRUE,"title; main scenario; dependencies; actor; assumptions; extensions","Business Background","System",TRUE,TRUE,0.0733709558844566,7,6,0,1,0,TRUE,TRUE,TRUE,2,1,1,0,6,3,1
"1375","req891","uc1",1,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1376","req891","uc2",1,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1377","req892","uc1",2,"description",TRUE,"title; main scenario; solution hints; actor","Business Background","(no level)",TRUE,TRUE,0.310228269547224,6,5,0,0,0,TRUE,TRUE,TRUE,1,2,2,1,5,3,1
"1378","req892","uc2",2,"description",TRUE,"title; main scenario; solution hints; actor","default","(no level)",TRUE,FALSE,0.811288638040423,8,6,1,1,2,TRUE,TRUE,TRUE,1,1,1,0,5,2,3
"1379","req893","uc1",3,"description",TRUE,"title; main scenario; extensions; solution hints; actor; assumptions; limitations","Solution Proposal","(no level)",TRUE,FALSE,0.667028803378344,4,3,1,1,1,TRUE,TRUE,TRUE,0,1,1,1,5,0,4
"1380","req893","uc2",3,"description",TRUE,"title; main scenario; extensions; solution hints; actor; assumptions; limitations","Business Background","System",TRUE,TRUE,0.339321305043995,9,8,0,2,0,TRUE,TRUE,TRUE,1,2,0,0,15,5,6
"1381","req893","uc3",3,"description",TRUE,"title; main scenario; extensions; solution hints; actor; assumptions; limitations","Business Background","System",TRUE,TRUE,0.872081181500107,9,7,0,2,0,TRUE,TRUE,TRUE,0,1,0,0,14,6,7
"1382","req896","uc1",3,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1383","req896","uc2",3,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1384","req897","uc1",3,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1385","req897","uc2",3,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1386","req897","uc3",3,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1387","req898","uc1",1,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1388","req899","uc1",2,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1389","req899","uc2",2,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1390","req899","uc3",2,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1391","req9","uc1",1,"description",TRUE,"title; main scenario; revision history; limitations; extensions; preconditions","Business Requirements","User",TRUE,TRUE,0.136145029449835,6,5,1,1,1,TRUE,TRUE,TRUE,1,1,0,0,9,6,7
"1392","req9","uc2",1,"description",TRUE,"title; main scenario; revision history; limitations; extensions; preconditions","default","System",TRUE,TRUE,0.0458587980829179,7,6,1,2,0,TRUE,TRUE,TRUE,0,1,1,0,9,3,8
"1393","req90","uc1",1,"description",TRUE,"title; main scenario; additional information; solution hints; revision history; dependencies; extensions","Solution Proposal","System",TRUE,FALSE,0.298966934438795,6,5,2,0,1,TRUE,TRUE,TRUE,0,0,0,0,7,1,4
"1394","req90","uc2",1,"description",TRUE,"title; main scenario; additional information; solution hints; revision history; dependencies; extensions","default","(no level)",TRUE,TRUE,0.545367402723059,7,5,0,2,0,FALSE,TRUE,TRUE,0,0,0,0,9,0,5
"1395","req903","uc1",3,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1396","req904","uc1",2,"description",TRUE,"title; main scenario; dependencies; level; preconditions","Business Requirements","(no level)",TRUE,TRUE,0.617172828642651,8,4,1,0,0,TRUE,TRUE,TRUE,1,1,1,0,10,7,5
"1397","req904","uc2",2,"description",TRUE,"title; main scenario; dependencies; level; preconditions","Business Background","(no level)",TRUE,TRUE,0.950896143214777,7,6,1,1,1,TRUE,TRUE,TRUE,1,0,0,0,9,2,5
"1398","req905","uc1",3,"description",TRUE,"title; main scenario; assumptions; actor; preconditions; solution hints; extensions; revision history","Business Requirements","Business",FALSE,TRUE,0.737784519791603,10,7,0,0,1,TRUE,TRUE,TRUE,1,1,0,0,15,4,8
"1399","req905","uc2",3,"description",TRUE,"title; main scenario; assumptions; actor; preconditions; solution hints; extensions; revision history","Solution Proposal","System",TRUE,TRUE,0.813294658903033,8,7,3,3,1,TRUE,TRUE,TRUE,0,1,0,0,7,0,3
"1400","req906","uc1",1,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1401","req907","uc1",1,"description",TRUE,"title; main scenario; assumptions; additional information; level; actor","Business Requirements","(no level)",TRUE,TRUE,0.336384914349765,5,4,1,2,0,TRUE,TRUE,FALSE,1,0,0,0,7,1,4
"1402","req908","uc1",1,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1403","req908","uc2",1,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1404","req909","uc1",1,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1405","req909","uc2",1,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1406","req909","uc3",1,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1407","req91","uc1",3,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1408","req910","uc1",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1409","req910","uc2",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1410","req910","uc3",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
